2018-10-10-14:53,"In 2016, Chinese investment in the European Union jumped to nearly €36bn, up from €20bn in 2015"
2018-10-9 23:53,Heathrow fined £120k for data breach revealing Queen’s travel plans. Can Heathrow be trusted to handle more data and security information if it were expanded? #no3rdrunway
